region_code,region_name,sido_name,sigungu_code,sigungu_name,emd_name,representative_longitude,representative_latitude,admin_unit_type,forest_type_class,road_access_class,slope_class,dryness_class,settlement_interface_class,geometry_source,code_match_status,profile_generated_at,profile_basis
2920014200,광주광역시 광산구 요기동,광주광역시,29200,광산구,요기동,126.7588819,35.1051779,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920014300,광주광역시 광산구 복룡동,광주광역시,29200,광산구,복룡동,126.7815321,35.1130608,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920014400,광주광역시 광산구 송대동,광주광역시,29200,광산구,송대동,126.7950765,35.1066907,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920014500,광주광역시 광산구 옥동,광주광역시,29200,광산구,옥동,126.7612385,35.12807,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920014600,광주광역시 광산구 월전동,광주광역시,29200,광산구,월전동,126.7713768,35.1217902,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920014700,광주광역시 광산구 장록동,광주광역시,29200,광산구,장록동,126.7750178,35.1338283,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920014800,광주광역시 광산구 송촌동,광주광역시,29200,광산구,송촌동,126.776516,35.1411724,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920014900,광주광역시 광산구 지죽동,광주광역시,29200,광산구,지죽동,126.7555522,35.1424351,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920015000,광주광역시 광산구 용동,광주광역시,29200,광산구,용동,126.7506911,35.1347653,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920015100,광주광역시 광산구 용곡동,광주광역시,29200,광산구,용곡동,126.7374587,35.1304825,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920015200,광주광역시 광산구 지정동,광주광역시,29200,광산구,지정동,126.7172526,35.1373495,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920015300,광주광역시 광산구 명화동,광주광역시,29200,광산구,명화동,126.7202449,35.1255064,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920015400,광주광역시 광산구 동산동,광주광역시,29200,광산구,동산동,126.7173276,35.1210949,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920015500,광주광역시 광산구 연산동,광주광역시,29200,광산구,연산동,126.750114,35.1133038,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920015600,광주광역시 광산구 도덕동,광주광역시,29200,광산구,도덕동,126.7044345,35.1551664,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920015700,광주광역시 광산구 송산동,광주광역시,29200,광산구,송산동,126.7211715,35.1636566,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920015800,광주광역시 광산구 지평동,광주광역시,29200,광산구,지평동,126.7283218,35.1508287,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920015900,광주광역시 광산구 오운동,광주광역시,29200,광산구,오운동,126.6924649,35.1514477,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920016000,광주광역시 광산구 삼거동,광주광역시,29200,광산구,삼거동,126.6724241,35.1598784,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920016100,광주광역시 광산구 양동,광주광역시,29200,광산구,양동,126.6601099,35.1552878,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920016200,광주광역시 광산구 내산동,광주광역시,29200,광산구,내산동,126.6605002,35.1303709,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920016300,광주광역시 광산구 대산동,광주광역시,29200,광산구,대산동,126.6724117,35.137275,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920016400,광주광역시 광산구 송학동,광주광역시,29200,광산구,송학동,126.6768988,35.1156375,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920016500,광주광역시 광산구 신동,광주광역시,29200,광산구,신동,126.6991892,35.1155484,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920016600,광주광역시 광산구 삼도동,광주광역시,29200,광산구,삼도동,126.6903685,35.1262571,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920016700,광주광역시 광산구 남산동,광주광역시,29200,광산구,남산동,126.7261747,35.1780503,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920016800,광주광역시 광산구 송치동,광주광역시,29200,광산구,송치동,126.7361956,35.1802956,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920016900,광주광역시 광산구 산수동,광주광역시,29200,광산구,산수동,126.7474749,35.1863165,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920017000,광주광역시 광산구 선동,광주광역시,29200,광산구,선동,126.7452496,35.1999796,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920017100,광주광역시 광산구 지산동,광주광역시,29200,광산구,지산동,126.7326409,35.1956411,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920017200,광주광역시 광산구 왕동,광주광역시,29200,광산구,왕동,126.7137608,35.1998754,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920017300,광주광역시 광산구 북산동,광주광역시,29200,광산구,북산동,126.712438,35.1806882,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920017400,광주광역시 광산구 명도동,광주광역시,29200,광산구,명도동,126.7011975,35.1814257,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920017500,광주광역시 광산구 동호동,광주광역시,29200,광산구,동호동,126.6874397,35.1801421,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920017600,광주광역시 광산구 덕림동,광주광역시,29200,광산구,덕림동,126.6707297,35.1814129,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920017700,광주광역시 광산구 양산동,광주광역시,29200,광산구,양산동,126.689795,35.1984687,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920017800,광주광역시 광산구 동림동,광주광역시,29200,광산구,동림동,126.6915799,35.2076713,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2920020200,광주광역시 광산구 오선동,광주광역시,29200,광산구,오선동,126.7996958,35.2019907,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611010100,전라남도 목포시 용당동,전라남도,46110,목포시,용당동,126.397859,34.8036187,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611010200,전라남도 목포시 산정동,전라남도,46110,목포시,산정동,126.393142,34.7969691,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611010300,전라남도 목포시 연산동,전라남도,46110,목포시,연산동,126.3835258,34.8180135,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611010400,전라남도 목포시 대성동,전라남도,46110,목포시,대성동,126.381913,34.7992349,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611010500,전라남도 목포시 양동,전라남도,46110,목포시,양동,126.380214,34.7968073,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611010600,전라남도 목포시 북교동,전라남도,46110,목포시,북교동,126.3782382,34.7938772,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611010700,전라남도 목포시 남교동,전라남도,46110,목포시,남교동,126.3816205,34.7938879,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611010800,전라남도 목포시 호남동,전라남도,46110,목포시,호남동,126.388235,34.7935352,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611010900,전라남도 목포시 대안동,전라남도,46110,목포시,대안동,126.3848419,34.7920947,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611011000,전라남도 목포시 창평동,전라남도,46110,목포시,창평동,126.3839858,34.7929619,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611011100,전라남도 목포시 명륜동,전라남도,46110,목포시,명륜동,126.3858583,34.792022,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611011200,전라남도 목포시 죽동,전라남도,46110,목포시,죽동,126.3824933,34.7912546,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611011300,전라남도 목포시 무안동,전라남도,46110,목포시,무안동,126.3845762,34.7889412,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611011400,전라남도 목포시 측후동,전라남도,46110,목포시,측후동,126.3823534,34.789164,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611011500,전라남도 목포시 상락동1가,전라남도,46110,목포시,상락동1가,126.3868362,34.7890528,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611011600,전라남도 목포시 상락동2가,전라남도,46110,목포시,상락동2가,126.3858419,34.7893932,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611011700,전라남도 목포시 복만동,전라남도,46110,목포시,복만동,126.385431,34.7879446,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611011800,전라남도 목포시 동명동,전라남도,46110,목포시,동명동,126.3928961,34.7894175,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611011900,전라남도 목포시 광동1가,전라남도,46110,목포시,광동1가,126.3902455,34.7879071,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611012000,전라남도 목포시 광동2가,전라남도,46110,목포시,광동2가,126.3890621,34.7885336,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611012100,전라남도 목포시 광동3가,전라남도,46110,목포시,광동3가,126.3884073,34.7892305,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611012200,전라남도 목포시 영해동1가,전라남도,46110,목포시,영해동1가,126.3867696,34.7858362,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611012300,전라남도 목포시 영해동2가,전라남도,46110,목포시,영해동2가,126.3855117,34.7866696,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611012400,전라남도 목포시 행복동1가,전라남도,46110,목포시,행복동1가,126.3872443,34.7865375,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611012500,전라남도 목포시 행복동2가,전라남도,46110,목포시,행복동2가,126.3862087,34.7872873,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611012600,전라남도 목포시 축복동1가,전라남도,46110,목포시,축복동1가,126.3892987,34.7874217,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611012700,전라남도 목포시 축복동2가,전라남도,46110,목포시,축복동2가,126.3884382,34.7880816,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611012800,전라남도 목포시 축복동3가,전라남도,46110,목포시,축복동3가,126.3877152,34.7886401,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611012900,전라남도 목포시 보광동1가,전라남도,46110,목포시,보광동1가,126.3885047,34.7868247,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611013000,전라남도 목포시 보광동2가,전라남도,46110,목포시,보광동2가,126.3876888,34.7874057,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611013100,전라남도 목포시 보광동3가,전라남도,46110,목포시,보광동3가,126.3869887,34.787994,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611013200,전라남도 목포시 유달동,전라남도,46110,목포시,유달동,126.3790827,34.7862364,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611013300,전라남도 목포시 대의동1가,전라남도,46110,목포시,대의동1가,126.3846173,34.7869968,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611013400,전라남도 목포시 대의동2가,전라남도,46110,목포시,대의동2가,126.3827992,34.7876554,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611013500,전라남도 목포시 대의동3가,전라남도,46110,목포시,대의동3가,126.3808637,34.7867688,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611013600,전라남도 목포시 중앙동1가,전라남도,46110,목포시,중앙동1가,126.3835729,34.7861391,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
4611013700,전라남도 목포시 중앙동2가,전라남도,46110,목포시,중앙동2가,126.3822583,34.786294,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
