station_record_id,station_id,station_type,station_name,start_date,end_date,is_active,sido_name,sigungu_name,address,latitude,longitude,altitude_m,source_category_code,source_category_name,source_url,captured_at,region_filter_method
AWS_697_2015-07-13,697,AWS,서거차도,2015-07-13,2017-08-25,false,전라남도,진도군,전라남도 진도군 조도면 서거차도리,34.2511,125.9183,4,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_697_2017-08-25,697,AWS,서거차도,2017-08-25,2019-11-16,false,전라남도,진도군,전라남도 진도군 조도면 서거차도리,34.2506,125.9183,1.1,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_697_2019-11-16,697,AWS,서거차도,2019-11-16,2023-11-10,false,전라남도,진도군,전라남도 진도군 조도면 서거차도리,34.2506,125.9183,1.1,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_697_2023-11-10,697,AWS,서거차도,2023-11-10,,true,전라남도,진도군,전라남도 진도군 조도면 서거차도리,34.2506,125.9183,5.89,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_698_2001-09-15,698,AWS,해제,2001-09-15,2020-10-23,false,전라남도,무안군,전라남도 무안군 해제면 광산리,35.0938,126.2851,25.12,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_698_2020-10-23,698,AWS,해제,2020-10-23,2023-11-03,false,전라남도,무안군,전라남도 무안군 해제면 광산리,35.0938,126.2851,26.92,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_698_2023-11-03,698,AWS,해제,2023-11-03,,true,전라남도,무안군,전라남도 무안군 해제면 광산리,35.0939,126.2851,25.17,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_699_2000-09-01,699,AWS,무안,2000-09-01,2011-12-19,false,전라남도,무안군,전라남도 무안군 무안읍 성동리,35.010,126.4833,35,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_699_2011-12-19,699,AWS,무안,2011-12-19,2023-10-28,false,전라남도,무안군,전라남도 무안군 무안읍 교촌리,34.9838,126.4611,37.85,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_699_2023-10-28,699,AWS,무안,2023-10-28,,true,전라남도,무안군,전라남도 무안군 무안읍 교촌리,34.9838,126.4611,37.85,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_706_1991-03-08,706,AWS,담양,1991-03-08,2011-10-18,false,전라남도,담양군,전라남도 담양군 담양읍 천변리,35.3114,126.9731,48.85,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_706_2011-10-18,706,AWS,담양,2011-10-18,2020-10-23,false,전라남도,담양군,전라남도 담양군 담양읍 천변리,35.3102,126.9727,35.3,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_706_2020-10-23,706,AWS,담양,2020-10-23,2024-08-30,false,전라남도,담양군,전라남도 담양군 담양읍 천변리,35.3102,126.9727,44.67,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_706_2024-08-30,706,AWS,담양,2024-08-30,,true,전라남도,담양군,전라남도 담양군 담양읍 천변리,35.3102,126.9727,44.67,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_707_1991-11-10,707,AWS,지도,1991-11-10,2011-12-22,false,전라남도,신안군,전라남도 신안군 지도읍 읍내리,35.0612,126.2076,22.31,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_707_2011-12-22,707,AWS,지도,2011-12-22,2020-10-23,false,전라남도,신안군,전라남도 신안군 지도읍 읍내리,35.058,126.2084,35.08,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_707_2020-10-23,707,AWS,지도,2020-10-23,2023-10-19,false,전라남도,신안군,전라남도 신안군 지도읍 읍내리,35.058,126.2084,34.31,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_707_2023-10-19,707,AWS,지도,2023-10-19,,true,전라남도,신안군,전라남도 신안군 지도읍 읍내리,35.058,126.2084,34.31,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_708_1991-03-08,708,AWS,광산,1991-03-08,2001-01-05,false,광주광역시,광산구,광주광역시 광산구 용곡동,35.130,126.800,37,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_708_2001-01-05,708,AWS,광산,2001-01-05,2010-05-28,false,광주광역시,광산구,광주광역시 광산구 용곡동,35.1167,126.7333,43,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_708_2010-05-28,708,AWS,광산,2010-05-28,2020-10-23,false,광주광역시,광산구,광주광역시 광산구 용곡동,35.1289,126.7453,30.35,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_708_2020-10-23,708,AWS,광산,2020-10-23,2024-08-29,false,광주광역시,광산구,광주광역시 광산구 용곡동,35.1289,126.7452,29.91,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_708_2024-08-29,708,AWS,광산,2024-08-29,,true,광주광역시,광산구,광주광역시 광산구 용곡동,35.1289,126.7452,29.91,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_709_1992-12-12,709,AWS,구례,1992-12-12,1997-06-04,false,전라남도,구례군,전라남도 구례군 구례읍 봉서리,35.200,127.470,50,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_709_1997-06-04,709,AWS,구례,1997-06-04,2007-09-11,false,전라남도,구례군,전라남도 구례군 구례읍 봉서리,35.1833,127.4333,32,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_709_2007-09-11,709,AWS,구례,2007-09-11,2014-07-01,false,전라남도,구례군,전라남도 구례군 구례읍 봉서리,35.1973,127.461,32.3,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_709_2014-07-01,709,AWS,구례,2014-07-01,2015-07-13,false,전라남도,구례군,전라남도 구례군 구례읍,35.1974,127.4618,30,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_709_2015-07-13,709,AWS,구례,2015-07-13,2020-10-23,false,전라남도,구례군,전라남도 구례군 구례읍,35.1974,127.4618,30,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_709_2020-10-23,709,AWS,구례,2020-10-23,2021-05-15,false,전라남도,구례군,전라남도 구례군 구례읍,35.1974,127.4618,29.82,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_709_2021-05-15,709,AWS,구례,2021-05-15,,true,전라남도,구례군,전라남도 구례군 마산면 사도리,35.2081,127.4936,27,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_710_1992-12-12,710,AWS,나주,1992-12-12,2004-02-02,false,전라남도,나주시,전라남도 나주시 송월동,35.0167,126.7167,50,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_710_2004-02-02,710,AWS,나주,2004-02-02,2007-10-16,false,전라남도,나주시,전라남도 나주시 금천면 원곡리,35.0358,126.7514,12,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_710_2007-10-16,710,AWS,나주,2007-10-16,2012-11-20,false,전라남도,나주시,전라남도 나주시 금천면 원곡리,35.0358,126.7514,14.66,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_710_2012-11-20,710,AWS,나주,2012-11-20,2020-10-23,false,전라남도,나주시,전라남도 나주시 금천면 고동리,35.025,126.744,5.8,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_710_2020-10-23,710,AWS,나주,2020-10-23,,true,전라남도,나주시,전라남도 나주시 금천면 오강리,35.025,126.744,7.82,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_711_1991-03-08,711,AWS,이양,1991-03-08,2013-12-16,false,전라남도,화순군,전라남도 화순군 이양면 오류리,34.8879,126.9886,84.02,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_711_2013-12-16,711,AWS,이양,2013-12-16,,true,전라남도,화순군,전라남도 화순군 이양면 오류리,34.8971,126.9898,77.34,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_712_1991-03-08,712,AWS,장천,1991-03-08,1999-06-30,false,전라남도,순천시,전라남도 순천시 장천동,34.930,127.480,27,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_712_1999-06-30,712,AWS,순천시,1999-06-30,2012-12-04,false,전라남도,순천시,전라남도 순천시 장천동,34.9506,127.4875,28.07,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_712_2012-12-04,712,AWS,순천시,2012-12-04,2015-07-13,false,전라남도,순천시,전라남도 순천시 덕암동,34.9442,127.5101,9.47,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_712_2015-07-13,712,AWS,순천시,2015-07-13,2020-10-23,false,전라남도,순천시,전라남도 순천시 덕암동,34.9442,127.5101,9.47,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_712_2020-10-23,712,AWS,순천시,2020-10-23,2022-06-29,false,전라남도,순천시,전라남도 순천시 덕암동,34.9442,127.5101,12.77,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_712_2022-06-29,712,AWS,순천시,2022-06-29,2024-10-15,false,전라남도,순천시,전라남도 순천시 해룡면 대안리,34.9035,127.5193,2.5,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_712_2024-10-15,712,AWS,순천시,2024-10-15,2025-09-14,false,전라남도,순천시,전라남도 순천시 해룡면 대안리,34.9035,127.5193,2.5,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_712_2025-09-14,712,AWS,순천시,2025-09-14,,true,전라남도,순천시,전라남도 순천시 해룡면 대안리,34.9035,127.5193,2.5,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_713_1991-03-08,713,AWS,광양,1991-03-08,2011-11-16,false,전라남도,광양시,전라남도 광양시 광양읍 칠성리,34.976,127.5829,24.91,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_713_2011-11-16,713,AWS,광양,2011-11-16,2013-10-01,false,전라남도,광양시,전라남도 광양시 광양읍 칠성리,34.9751,127.5826,10.87,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_713_2013-10-01,713,AWS,광양읍,2013-10-01,2015-07-13,false,전라남도,광양시,전라남도 광양시 광양읍 칠성리,34.9751,127.5826,10.87,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_713_2015-07-13,713,AWS,광양읍,2015-07-13,2020-10-23,false,전라남도,광양시,전라남도 광양시 광양읍 칠성리,34.9751,127.5826,10.87,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_713_2020-10-23,713,AWS,광양읍,2020-10-23,2024-10-15,false,전라남도,광양시,전라남도 광양시 광양읍 칠성리,34.9751,127.5826,14.95,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_713_2024-10-15,713,AWS,광양읍,2024-10-15,2025-09-12,false,전라남도,광양시,전라남도 광양시 광양읍 칠성리,34.9751,127.5826,14.95,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_713_2025-09-12,713,AWS,광양읍,2025-09-12,,true,전라남도,광양시,전라남도 광양시 광양읍 칠성리,34.9751,127.5826,14.95,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_714_1990-05-12,714,AWS,자은도,1990-05-12,2013-10-02,false,전라남도,신안군,전라남도 신안군 자은면 구영리,34.8845,126.0474,18.42,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_714_2013-10-02,714,AWS,자은도,2013-10-02,2020-10-23,false,전라남도,신안군,전라남도 신안군 자은면 구영리,34.8791,126.0287,4.3,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_714_2020-10-23,714,AWS,자은도,2020-10-23,2024-10-15,false,전라남도,신안군,전라남도 신안군 자은면 구영리,34.8791,126.0287,1.96,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_714_2024-10-15,714,AWS,자은도,2024-10-15,,true,전라남도,신안군,전라남도 신안군 자은면 구영리,34.8791,126.0287,1.96,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_715_1990-06-06,715,AWS,대흑산도,1990-06-06,2001-12-13,false,전라남도,,전라남도,34.680,125.450,70,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_715_2001-12-13,715,AWS,진도읍,2001-12-13,2007-08-13,false,전라남도,진도군,전라남도 진도군 진도읍 동외리,34.4795,126.2687,12,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_715_2007-08-13,715,AWS,진도읍,2007-08-13,2011-11-08,false,전라남도,진도군,전라남도 진도군 진도읍 동외리,34.479,126.2691,12.44,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_715_2011-11-08,715,AWS,진도읍,2011-11-08,2014-05-09,false,전라남도,진도군,전라남도 진도군 진도읍 남동리,34.4731,126.2585,5.4,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_716_1990-05-10,716,AWS,하의도,1990-05-10,2012-11-28,false,전라남도,신안군,전라남도 신안군 하의면 웅곡리,34.6069,126.0366,11.25,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_716_2012-11-28,716,AWS,하의도,2012-11-28,2020-10-23,false,전라남도,신안군,전라남도 신안군 하의면 후광리,34.6307,126.032,5.12,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_716_2020-10-23,716,AWS,하의도,2020-10-23,2021-08-10,false,전라남도,신안군,전라남도 신안군 하의면 후광리,34.6307,126.032,2.58,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_716_2021-08-10,716,AWS,하의도,2021-08-10,,true,전라남도,신안군,전라남도 신안군 하의면 후광리,34.6307,126.032,2.58,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_717_1995-11-08,717,AWS,임회,1995-11-08,1998-05-18,false,전라남도,진도군,전라남도 진도군 임회면 석교리,34.400,126.1915,30,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_717_1998-05-18,717,AWS,임회,1998-05-18,2002-01-29,false,전라남도,진도군,전라남도 진도군 임회면 석교리,34.400,126.1915,30,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_717_2002-01-29,717,AWS,임회,2002-01-29,2012-09-27,false,전라남도,진도군,전라남도 진도군 임회면 석교리,34.4064,126.1902,20.34,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_717_2012-09-27,717,AWS,의신,2012-09-27,2015-07-13,false,전라남도,진도군,전라남도 진도군 의신면 연주리,34.4274,126.3096,12,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_717_2015-07-13,717,AWS,의신,2015-07-13,2020-10-23,false,전라남도,진도군,전라남도 진도군 의신면 연주리,34.4274,126.3096,12,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_717_2020-10-23,717,AWS,의신,2020-10-23,2022-10-08,false,전라남도,진도군,전라남도 진도군 의신면 연주리,34.4275,126.3098,11.7,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_717_2022-10-08,717,AWS,의신,2022-10-08,,true,전라남도,진도군,전라남도 진도군 의신면 연주리,34.4275,126.3098,11.7,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_718_1995-05-24,718,AWS,하조도,1995-05-24,1997-11-20,false,전라남도,진도군,전라남도 진도군 조도면 창유리,34.3096,126.0448,50,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_718_1997-11-20,718,AWS,하조도,1997-11-20,1998-05-18,false,전라남도,진도군,전라남도 진도군 조도면 창유리,34.2833,126.050,34,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_718_1998-05-18,718,AWS,하조도,1998-05-18,2002-01-29,false,전라남도,진도군,전라남도 진도군 조도면 창유리,34.2833,126.050,34,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_718_2002-01-29,718,AWS,하조도,2002-01-29,2013-12-04,false,전라남도,진도군,전라남도 진도군 조도면 창유리,34.2966,126.0473,24.13,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_718_2013-12-04,718,AWS,상조도,2013-12-04,2015-07-13,false,전라남도,진도군,전라남도 진도군 조도면 맹성리,34.3328,126.0361,7,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_718_2015-07-13,718,AWS,상조도,2015-07-13,2019-11-15,false,전라남도,진도군,전라남도 진도군 조도면 맹성리,34.3328,126.0361,7,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_718_2019-11-15,718,AWS,상조도,2019-11-15,2020-10-23,false,전라남도,진도군,전라남도 진도군 조도면 맹성리,34.3328,126.0361,7,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_718_2020-10-23,718,AWS,상조도,2020-10-23,2023-11-01,false,전라남도,진도군,전라남도 진도군 조도면 맹성리,34.333,126.0365,6.42,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_718_2023-11-01,718,AWS,상조도,2023-11-01,,true,전라남도,진도군,전라남도 진도군 조도면 맹성리,34.333,126.0365,6.42,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_720_1995-11-06,720,AWS,보길도,1995-11-06,2003-03-13,false,전라남도,완도군,전라남도 완도군 보길면 정자리,34.1678,126.5544,15,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_720_2003-03-13,720,AWS,보길도,2003-03-13,2013-12-21,false,전라남도,완도군,전라남도 완도군 보길면 부황리,34.1691,126.5676,9.27,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_720_2013-12-21,720,AWS,보길도,2013-12-21,2015-07-13,false,전라남도,완도군,전라남도 완도군 보길면 부황리,34.1549,126.5499,27.12,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_720_2015-07-13,720,AWS,보길도,2015-07-13,2021-08-10,false,전라남도,완도군,전라남도 완도군 보길면 부황리,34.1549,126.5499,27.12,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_720_2021-08-10,720,AWS,보길도,2021-08-10,2025-12-16,false,전라남도,완도군,전라남도 완도군 보길면 부황리,34.1549,126.5499,27.12,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_720_2025-12-16,720,AWS,보길도,2025-12-16,,true,전라남도,완도군,전라남도 완도군 보길면 부황리,34.1622,126.5551,14.93,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_721_1995-11-09,721,AWS,금일,1995-11-09,2011-12-10,false,전라남도,완도군,전라남도 완도군 금일읍 화목리,34.349,127.0298,10.3,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
